id,text,label
V142,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. ini ini",0
H142,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. viralkan gawat,1
V143,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan di,0
H143,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! gawat viralkan",1
V144,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. dan di,0
H144,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! viralkan viralkan",1
V145,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. di dan,0
H145,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! awas viralkan",1
V146,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. di ini,0
H146,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! viralkan gawat",1
V147,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. itu dan,0
H147,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. !! awas",1
V148,Presiden menghadiri KTT ASEAN di Jakarta hari ini. dan itu,0
H148,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. awas awas,1
V149,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. dan ini,0
H149,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! awas viralkan",1
V150,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. dan itu,0
H150,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! awas viralkan,1
V151,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. ini ini,0
H151,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! gawat awas",1
V152,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. itu itu",0
H152,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. !! viralkan,1
V153,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. itu di,0
H153,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! viralkan gawat",1
V154,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. dan itu,0
H154,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! gawat gawat",1
V155,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. itu di,0
H155,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! gawat viralkan",1
V156,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. dan di,0
H156,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! !! viralkan",1
V157,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. ini ini,0
H157,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. !! awas",1
V158,Presiden menghadiri KTT ASEAN di Jakarta hari ini. dan dan,0
H158,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. viralkan viralkan,1
V159,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. dan ini,0
H159,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! viralkan awas",1
V160,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. di di,0
H160,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! awas !!,1
V161,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. itu dan,0
H161,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! !! !!",1
V162,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. itu dan",0
H162,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. gawat awas,1
V163,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. ini dan,0
H163,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! viralkan !!",1
V164,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. ini ini,0
H164,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! awas viralkan",1
V165,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. itu ini,0
H165,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! !! viralkan",1
V166,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. dan dan,0
H166,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! viralkan awas",1
V167,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. dan ini,0
H167,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. !! viralkan",1
V168,Presiden menghadiri KTT ASEAN di Jakarta hari ini. di di,0
H168,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. awas !!,1
V169,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. itu itu,0
H169,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! viralkan viralkan",1
V170,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. itu dan,0
H170,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! gawat awas,1
V171,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. dan di,0
H171,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! viralkan !!",1
V172,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. ini di",0
H172,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. viralkan viralkan,1
V173,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan itu,0
H173,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! viralkan awas",1
V174,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. ini di,0
H174,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! viralkan gawat",1
V175,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. di itu,0
H175,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! !! awas",1
V176,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. dan dan,0
H176,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! awas awas",1
V177,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. itu itu,0
H177,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. gawat viralkan",1
V178,Presiden menghadiri KTT ASEAN di Jakarta hari ini. dan itu,0
H178,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. awas awas,1
V179,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. ini itu,0
H179,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! awas awas",1
V180,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. di ini,0
H180,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! awas !!,1
V181,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. dan dan,0
H181,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! gawat gawat",1
V182,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. dan itu",0
H182,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. gawat !!,1
V183,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan itu,0
H183,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! viralkan gawat",1
V184,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. itu dan,0
H184,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! !! awas",1
V185,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. ini di,0
H185,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! viralkan !!",1
V186,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. ini di,0
H186,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! gawat gawat",1
V187,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. dan di,0
H187,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. awas !!",1
V188,Presiden menghadiri KTT ASEAN di Jakarta hari ini. di di,0
H188,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. viralkan viralkan,1
V189,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. di ini,0
H189,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! !! gawat",1
V190,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. itu di,0
H190,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! !! viralkan,1
V191,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. dan ini,0
H191,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! !! awas",1
V192,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. itu dan",0
H192,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. !! !!,1
V193,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan itu,0
H193,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! viralkan !!",1
V194,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. dan itu,0
H194,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! awas gawat",1
V195,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. dan ini,0
H195,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! awas awas",1
V196,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. di dan,0
H196,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! gawat awas",1
V197,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. itu ini,0
H197,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. viralkan awas",1
V198,Presiden menghadiri KTT ASEAN di Jakarta hari ini. dan itu,0
H198,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. !! gawat,1
V199,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. dan ini,0
H199,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! !! gawat",1
V200,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. dan di,0
H200,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! !! !!,1
V201,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. di itu,0
H201,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! awas !!",1
V202,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. di dan",0
H202,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. gawat gawat,1
V203,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan itu,0
H203,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! awas !!",1
V204,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. dan ini,0
H204,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! awas !!",1
V205,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. ini itu,0
H205,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! viralkan gawat",1
V206,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. itu itu,0
H206,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! gawat viralkan",1
V207,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. ini itu,0
H207,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. !! !!",1
V208,Presiden menghadiri KTT ASEAN di Jakarta hari ini. ini itu,0
H208,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. !! awas,1
V209,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. ini dan,0
H209,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! awas !!",1
V210,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. ini itu,0
H210,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! !! gawat,1
V211,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. dan dan,0
H211,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! viralkan viralkan",1
V212,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. ini di",0
H212,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. gawat viralkan,1
V213,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan ini,0
H213,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! gawat !!",1
V214,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. ini ini,0
H214,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! viralkan gawat",1
V215,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. itu dan,0
H215,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! viralkan viralkan",1
V216,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. itu dan,0
H216,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! !! viralkan",1
V217,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. ini di,0
H217,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. !! awas",1
V218,Presiden menghadiri KTT ASEAN di Jakarta hari ini. di dan,0
H218,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. viralkan gawat,1
V219,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. di di,0
H219,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! !! !!",1
V220,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. dan di,0
H220,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! gawat awas,1
V221,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. itu dan,0
H221,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! !! viralkan",1
V222,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. itu dan",0
H222,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. gawat gawat,1
V223,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan dan,0
H223,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! awas awas",1
V224,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. di itu,0
H224,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! gawat gawat",1
V225,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. dan itu,0
H225,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! viralkan gawat",1
V226,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. ini di,0
H226,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! viralkan gawat",1
V227,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. ini di,0
H227,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. gawat !!",1
V228,Presiden menghadiri KTT ASEAN di Jakarta hari ini. dan di,0
H228,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. awas viralkan,1
V229,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. di itu,0
H229,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! awas awas",1
V230,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. dan ini,0
H230,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! !! gawat,1
V231,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. dan ini,0
H231,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! !! awas",1
V232,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. di dan",0
H232,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. gawat awas,1
V233,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan dan,0
H233,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! awas !!",1
V234,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. di dan,0
H234,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! viralkan viralkan",1
V235,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. itu dan,0
H235,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! awas !!",1
V236,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. dan ini,0
H236,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! !! awas",1
V237,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. di dan,0
H237,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. gawat awas",1
V238,Presiden menghadiri KTT ASEAN di Jakarta hari ini. dan itu,0
H238,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. gawat gawat,1
V239,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. itu dan,0
H239,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! viralkan gawat",1
V240,Pemerintah resmi menetapkan libur nasional pada hari raya bulan depan. dan dan,0
H240,Vaksin covid-19 secara rahasia mengandung chip mikro untuk melacak pergerakan manusia!!! viralkan gawat,1
V241,Bank Indonesia melaporkan pertumbuhan ekonomi kuartal ini naik 5 persen. ini dan,0
H241,"Kiamat akan terjadi hari Jumat bulan depan, NASA tutupi fakta ini! Sebarkan! !! viralkan",1
V242,"Gempa bermagnitudo 5.2 mengguncang wilayah pesisir, tidak berpotensi tsunami. di ini",0
H242,Rebusan daun sirih dan madu diklaim bisa menyembuhkan kanker kronis stadium 4 dalam semalam. awas gawat,1
V243,Kementerian Kesehatan mendistribusikan vaksin polio ke 10 provinsi. dan ini,0
H243,"Awas! Jangan makan mi instan dicampur coklat, bisa menyebabkan usus berdarah dan kematian instan! awas viralkan",1
V244,Pertandingan final liga 1 dimenangkan oleh tim tuan rumah dengan skor 2-0. itu itu,0
H244,"Alien tertangkap kamera CCTV mendarat di atap gedung DPR, pemerintah diam saja! awas viralkan",1
V245,Harga emas antam hari ini stagnan di angka 1 juta rupiah per gram. itu itu,0
H245,"Bantuan langsung tunai 50 juta dari pemerintah, klik link ini sekarang sebelum kehabisan!!! awas !!",1
V246,BMKG memprediksi hujan lebat disertai angin kencang di Jabodetabek besok. itu di,0
H246,"Waspada penculikan anak menggunakan mobil putih, mereka mengambil organ dalam anak-anak! awas awas",1
V247,Polisi menetapkan tersangka baru dalam kasus korupsi pengadaan infrastruktur. di itu,0
H247,"Terungkap! Bumi sebenarnya datar, satelit hanya tipuan konspirasi elit global. viralkan awas",1
V248,Presiden menghadiri KTT ASEAN di Jakarta hari ini. di itu,0
H248,Minum air es setelah kepanasan bisa membuat pembuluh darah pecah seketika. awas !!,1
V249,Pendaftaran beasiswa LPDP gelombang kedua resmi dibuka hari ini. dan itu,0
H249,"Cina kirim jutaan tentara pakai baju sipil untuk kuasai pulau Jawa, ini buktinya! awas gawat",1
